participant_id,random_id,condition,trial_index,trial_number,time_elapsed,stimulus,object_id,stimulus_type,response,correct_response,correct_response_key,correct,is_right,rt,participant_thoughts,participant_difficulties
gorilla,p01pepaop6w,bigger,112,36,113408,stimuli/35-Inongruent.jpg,35,incongruent,m,right,m,TRUE,1,368,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,115,37,115702,stimuli/28-Congruent.jpg,28,congruent,z,left,z,TRUE,1,359,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,118,38,117960,stimuli/2-Inongruent.jpg,2,incongruent,m,right,m,TRUE,1,331,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,121,39,120240,stimuli/31-Congruent.jpg,31,congruent,z,left,z,TRUE,1,352,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,124,40,122448,stimuli/5-Inongruent.jpg,5,incongruent,m,right,m,TRUE,1,287,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,127,41,124684,stimuli/7-Inongruent.jpg,7,incongruent,m,right,m,TRUE,1,303,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,130,42,126954,stimuli/31-Inongruent.jpg,31,incongruent,m,right,m,TRUE,1,347,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,133,43,129092,stimuli/1-Inongruent.jpg,1,incongruent,m,right,m,TRUE,1,222,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,136,44,131362,stimuli/18-Congruent.jpg,18,congruent,z,left,z,TRUE,1,344,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,139,45,133593,stimuli/36-Inongruent.jpg,36,incongruent,m,right,m,TRUE,1,304,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,142,46,135824,stimuli/4-Congruent.jpg,4,congruent,m,left,z,FALSE,0,309,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,145,47,137378,stimuli/8-Inongruent.jpg,8,incongruent,m,right,m,TRUE,1,547,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,148,48,139686,stimuli/15-Congruent.jpg,15,congruent,z,left,z,TRUE,1,396,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,151,49,141919,stimuli/10-Inongruent.jpg,10,incongruent,m,right,m,TRUE,1,314,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,154,50,144241,stimuli/31-Congruent.jpg,31,congruent,z,left,z,TRUE,1,412,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,157,51,146541,stimuli/10-Congruent.jpg,10,congruent,z,left,z,TRUE,1,379,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,160,52,148910,stimuli/6-Congruent.jpg,6,congruent,z,left,z,TRUE,1,444,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,163,53,151285,stimuli/26-Congruent.jpg,26,congruent,z,left,z,TRUE,1,446,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,166,54,153537,stimuli/13-Inongruent.jpg,13,incongruent,m,right,m,TRUE,1,333,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,169,55,155917,stimuli/4-Congruent.jpg,4,congruent,z,left,z,TRUE,1,460,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,172,56,158198,stimuli/17-Congruent.jpg,17,congruent,z,left,z,TRUE,1,361,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,175,57,160448,stimuli/26-Inongruent.jpg,26,incongruent,m,right,m,TRUE,1,330,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,178,58,162783,stimuli/24-Congruent.jpg,24,congruent,z,left,z,TRUE,1,414,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,181,59,165080,stimuli/19-Inongruent.jpg,19,incongruent,m,right,m,TRUE,1,380,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,184,60,167322,stimuli/22-Congruent.jpg,22,congruent,z,left,z,TRUE,1,317,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,187,61,169527,stimuli/30-Inongruent.jpg,30,incongruent,m,right,m,TRUE,1,297,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,190,62,171802,stimuli/12-Congruent.jpg,12,congruent,z,left,z,TRUE,1,367,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,193,63,174146,stimuli/11-Congruent.jpg,11,congruent,z,left,z,TRUE,1,422,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,196,64,176432,stimuli/14-Inongruent.jpg,14,incongruent,m,right,m,TRUE,1,354,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,199,65,178770,stimuli/22-Congruent.jpg,22,congruent,z,left,z,TRUE,1,401,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,202,66,181089,stimuli/29-Congruent.jpg,29,congruent,z,left,z,TRUE,1,404,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,205,67,183377,stimuli/14-Congruent.jpg,14,congruent,z,left,z,TRUE,1,373,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,208,68,185587,stimuli/6-Inongruent.jpg,6,incongruent,m,right,m,TRUE,1,294,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,211,69,187891,stimuli/28-Inongruent.jpg,28,incongruent,m,right,m,TRUE,1,380,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,214,70,190217,stimuli/20-Congruent.jpg,20,congruent,z,left,z,TRUE,1,414,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,217,71,192476,stimuli/20-Inongruent.jpg,20,incongruent,m,right,m,TRUE,1,329,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,220,72,194775,stimuli/26-Congruent.jpg,26,congruent,z,left,z,TRUE,1,370,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,223,73,196921,stimuli/19-Inongruent.jpg,19,incongruent,m,right,m,TRUE,1,234,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,226,74,199251,stimuli/21-Inongruent.jpg,21,incongruent,m,right,m,TRUE,1,416,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,229,75,201518,stimuli/25-Inongruent.jpg,25,incongruent,m,right,m,TRUE,1,343,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,232,76,203877,stimuli/18-Inongruent.jpg,18,incongruent,m,right,m,TRUE,1,444,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,235,77,206223,stimuli/25-Congruent.jpg,25,congruent,z,left,z,TRUE,1,421,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,238,78,208530,stimuli/6-Congruent.jpg,6,congruent,z,left,z,TRUE,1,385,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,241,79,210856,stimuli/9-Congruent.jpg,9,congruent,z,left,z,TRUE,1,403,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,244,80,213389,stimuli/29-Congruent.jpg,29,congruent,z,left,z,TRUE,1,612,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,247,81,215714,stimuli/23-Inongruent.jpg,23,incongruent,m,right,m,TRUE,1,393,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,250,82,218026,stimuli/2-Inongruent.jpg,2,incongruent,m,right,m,TRUE,1,383,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,253,83,220355,stimuli/5-Congruent.jpg,5,congruent,z,left,z,TRUE,1,410,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,256,84,222625,stimuli/12-Inongruent.jpg,12,incongruent,m,right,m,TRUE,1,349,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,259,85,224975,stimuli/36-Congruent.jpg,36,congruent,z,left,z,TRUE,1,417,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,262,86,227253,stimuli/23-Inongruent.jpg,23,incongruent,m,right,m,TRUE,1,352,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,265,87,229724,stimuli/21-Inongruent.jpg,21,incongruent,z,right,m,FALSE,0,554,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,268,88,237227,stimuli/2-Congruent.jpg,2,congruent,z,left,z,TRUE,1,1486,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,271,89,239578,stimuli/5-Congruent.jpg,5,congruent,z,left,z,TRUE,1,434,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,274,90,242488,stimuli/35-Congruent.jpg,35,congruent,z,left,z,TRUE,1,981,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,277,91,245125,stimuli/33-Congruent.jpg,33,congruent,z,left,z,TRUE,1,723,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,280,92,247462,stimuli/29-Inongruent.jpg,29,incongruent,m,right,m,TRUE,1,423,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,283,93,249757,stimuli/7-Congruent.jpg,7,congruent,z,left,z,TRUE,1,370,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,286,94,252367,stimuli/35-Congruent.jpg,35,congruent,z,left,z,TRUE,1,693,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,289,95,254651,stimuli/11-Inongruent.jpg,11,incongruent,m,right,m,TRUE,1,363,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,292,96,257063,stimuli/7-Congruent.jpg,7,congruent,z,left,z,TRUE,1,481,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,295,97,259305,stimuli/16-Inongruent.jpg,16,incongruent,m,right,m,TRUE,1,328,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,298,98,261609,stimuli/31-Inongruent.jpg,31,incongruent,m,right,m,TRUE,1,388,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,301,99,263795,stimuli/8-Inongruent.jpg,8,incongruent,m,right,m,TRUE,1,263,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,304,100,266227,stimuli/30-Inongruent.jpg,30,incongruent,m,right,m,TRUE,1,503,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,307,101,268844,stimuli/27-Inongruent.jpg,27,incongruent,m,right,m,TRUE,1,684,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,310,102,271207,stimuli/24-Congruent.jpg,24,congruent,z,left,z,TRUE,1,441,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,313,103,273585,stimuli/10-Congruent.jpg,10,congruent,z,left,z,TRUE,1,463,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,316,104,275867,stimuli/24-Inongruent.jpg,24,incongruent,m,right,m,TRUE,1,359,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,319,105,278150,stimuli/21-Congruent.jpg,21,congruent,z,left,z,TRUE,1,350,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,322,106,280366,stimuli/8-Congruent.jpg,8,congruent,m,left,z,FALSE,0,304,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,325,107,286873,stimuli/22-Inongruent.jpg,22,incongruent,m,right,m,TRUE,1,471,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,328,108,289228,stimuli/32-Congruent.jpg,32,congruent,z,left,z,TRUE,1,427,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,331,109,291660,stimuli/27-Congruent.jpg,27,congruent,z,left,z,TRUE,1,512,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,334,110,293959,stimuli/3-Inongruent.jpg,3,incongruent,m,right,m,TRUE,1,385,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,337,111,296279,stimuli/26-Inongruent.jpg,26,incongruent,m,right,m,TRUE,1,402,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,340,112,298943,stimuli/3-Inongruent.jpg,3,incongruent,m,right,m,TRUE,1,740,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,343,113,301931,stimuli/10-Inongruent.jpg,10,incongruent,m,right,m,TRUE,1,1070,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,346,114,304274,stimuli/32-Congruent.jpg,32,congruent,z,left,z,TRUE,1,428,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,349,115,306633,stimuli/15-Congruent.jpg,15,congruent,z,left,z,TRUE,1,449,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
gorilla,p01pepaop6w,bigger,352,116,308937,stimuli/17-Inongruent.jpg,17,incongruent,m,right,m,TRUE,1,382,To test whether real-world knowledge of which object is bigger affects participant speed/ accuracy of determining which image is bigger (may or may not correspond to real world proportions),No
